Survey Number,WIN,Alias,Date,Year,Month,Site #,SiteName,Repetition #,Site Length (ft),Stream Width (ft),Total Pool Length (ft),Discharge (cu ft/sec),Time Fished,Fish Number,Species Code,Total Length,szClass,Weight,Wild/Stocked,Stage,Sex,Mark Applied,Mark Present,Fingerling  Efficiency (%),Yearling Efficiency (%),Older Efficiency (%),GP Remarks,NYTME,NYTMN,Species Code,Number of Fish,Min Length (mm),Max Length (mm)
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,505,328,64,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,475846,4644512,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,515,328,64,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,475846,4644512,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,516,328,62,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,475846,4644512,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,501,328,53,50,,Wild,Young of year,,,,75,,,Shocked river right bank.,475846,4644512,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,513,328,59,50,,Wild,Young of year,,,,75,,,Shocked river right bank.,475846,4644512,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,539,326,48,40,,Wild,Young of year,,,,75,,,Shocked river right bank.,475846,4644512,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,531,326,36,30,,Wild,Young of year,,,,75,,,Shocked river right bank.,475846,4644512,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,503,328,65,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,475846,4644512,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,530,326,48,40,,Wild,Young of year,,,,75,,,Shocked river right bank.,475846,4644512,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,498,328,61,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,475846,4644512,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,518,328,63,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,475846,4644512,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,537,326,56,50,,Wild,Young of year,,,,75,,,Shocked river right bank.,475846,4644512,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,512,328,62,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,475846,4644512,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,507,328,68,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,475846,4644512,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,538,326,54,50,,Wild,Young of year,,,,75,,,Shocked river right bank.,475846,4644512,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,526,326,44,40,,Wild,Young of year,,,,75,,,Shocked river right bank.,475846,4644512,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,509,328,64,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,475846,4644512,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,524,326,46,40,,Wild,Young of year,,,,75,,,Shocked river right bank.,475846,4644512,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,,,,,,,,,,,75,,,Shocked river right bank.,475846,4644512,402,30,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,,,,,,,,,,,75,,,Shocked river right bank.,475846,4644512,403,75,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,,,,,,,,,,,75,,,Shocked river right bank.,475846,4644512,419,50,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,,,,,,,,,,,75,,,Shocked river right bank.,475846,4644512,448,5,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,,,,,,,,,,,75,,,Shocked river right bank.,475846,4644512,614,25,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,,,,,,,,,,,75,,,Shocked river right bank.,475846,4644512,866,5,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,,,,,,,,,,,75,,,Shocked river right bank.,475846,4644512,623,50,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,,,,,,,,,,,75,,,Shocked river right bank.,475846,4644512,276,5,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,04,191,1,895,130,,412,0.32,,,,,,,,,,,75,,,Shocked river right bank.,475846,4644512,407,5,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,558,328,61,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,578,328,67,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,566,328,59,50,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,563,328,58,50,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,559,328,64,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,544,328,58,50,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,549,328,61,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,562,328,68,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,555,328,65,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,576,328,61,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,564,328,57,50,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,542,328,64,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,565,328,52,50,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,575,328,62,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,569,328,56,50,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,551,328,67,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,579,328,52,50,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,550,328,64,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,561,328,74,70,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,545,328,68,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,543,328,67,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,546,328,71,70,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,560,328,61,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,547,328,64,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,554,328,61,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,552,328,63,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,567,328,61,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,581,326,48,40,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,548,328,76,70,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,557,328,61,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,580,328,62,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,574,328,74,70,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,553,328,66,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,572,328,57,50,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,582,326,53,50,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,570,328,51,50,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,577,328,62,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,571,328,46,40,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,573,328,54,50,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,556,328,62,60,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,568,328,56,50,,Wild,Young of year,,,,75,,,Shocked river right bank.,476384,4643347,,,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,,,,,,,,,,,75,,,Shocked river right bank.,476384,4643347,402,75,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,,,,,,,,,,,75,,,Shocked river right bank.,476384,4643347,403,50,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,,,,,,,,,,,75,,,Shocked river right bank.,476384,4643347,406,12,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,,,,,,,,,,,75,,,Shocked river right bank.,476384,4643347,419,250,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,,,,,,,,,,,75,,,Shocked river right bank.,476384,4643347,367,50,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,,,,,,,,,,,75,,,Shocked river right bank.,476384,4643347,276,6,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,,,,,,,,,,,75,,,Shocked river right bank.,476384,4643347,207,6,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,,,,,,,,,,,75,,,Shocked river right bank.,476384,4643347,614,75,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,,,,,,,,,,,75,,,Shocked river right bank.,476384,4643347,623,25,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,,,,,,,,,,,75,,,Shocked river right bank.,476384,4643347,595,4,,
418013,D-71,West Branch Delaware River,7/18/18,2018,7,05,She,1,984,130,,,0.32,,,,,,,,,,,75,,,Shocked river right bank.,476384,4643347,448,25,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,32,328,34,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,20,328,27,20,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,37,328,43,40,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,14,328,28,20,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,31,328,42,40,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,53,328,115,110,,Wild,Yearling,,AD460754,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,36,328,39,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,16,328,44,40,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,60,328,121,120,,Wild,Yearling,,AD460761,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,49,328,155,150,,Wild,Yearling,,AD460750,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,23,328,42,40,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,8,328,31,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,33,328,35,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,42,328,32,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,29,328,39,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,59,328,122,120,,Wild,Yearling,,AD460760,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,24,328,38,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,40,328,33,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,11,328,33,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,43,328,36,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,39,328,37,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,9,328,32,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,1,328,34,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,28,328,46,40,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,5,328,41,40,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,25,328,24,20,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,34,328,31,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,52,328,126,120,,Wild,Yearling,,AD460753,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,35,328,32,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,50,328,139,130,,Wild,Yearling,,AD460751,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,4,328,35,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,10,328,29,20,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,55,328,110,110,,Wild,Yearling,,AD460756,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,19,328,32,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,2,328,32,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,22,328,30,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,58,328,114,110,,Wild,Yearling,,AD460759,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,15,328,34,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,12,328,33,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,45,328,34,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,26,328,33,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,38,328,34,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,27,328,42,40,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,54,328,130,130,,Wild,Yearling,,AD460755,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,18,328,36,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,48,328,31,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,51,328,136,130,,Wild,Yearling,,AD460752,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,7,328,41,40,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,46,328,28,20,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,41,328,34,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,47,328,38,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,44,328,33,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,21,328,32,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,6,328,34,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,57,328,105,100,,Wild,Yearling,,AD460758,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,17,328,36,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,56,328,122,120,,Wild,Yearling,,AD460757,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,3,328,31,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,13,328,31,30,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,7/15/19,2019,7,01,Laurel,1,328,300,,597,0.2,30,328,27,20,,Wild,Young of year,,,,66,75,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,8/13/19,2019,8,01,Laurel,1,328,300,,510,0.15,434,328,51,50,,Wild,Young of year,,,,80,50,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,8/13/19,2019,8,01,Laurel,1,328,300,,510,0.15,451,328,49,40,,Wild,Young of year,,,,80,50,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,8/13/19,2019,8,01,Laurel,1,328,300,,510,0.15,433,328,42,40,,Wild,Young of year,,,,80,50,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,8/13/19,2019,8,01,Laurel,1,328,300,,510,0.15,428,328,47,40,,Wild,Young of year,,,,80,50,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,8/13/19,2019,8,01,Laurel,1,328,300,,510,0.15,464,328,50,50,,Wild,Young of year,,,,80,50,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,8/13/19,2019,8,01,Laurel,1,328,300,,510,0.15,455,328,70,70,,Wild,Young of year,,,,80,50,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,8/13/19,2019,8,01,Laurel,1,328,300,,510,0.15,435,328,42,40,,Wild,Young of year,,,,80,50,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,8/13/19,2019,8,01,Laurel,1,328,300,,510,0.15,438,328,51,50,,Wild,Young of year,,,,80,50,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,8/13/19,2019,8,01,Laurel,1,328,300,,510,0.15,439,328,46,40,,Wild,Young of year,,,,80,50,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,8/13/19,2019,8,01,Laurel,1,328,300,,510,0.15,441,328,44,40,,Wild,Young of year,,,,80,50,,Shocked river left bank.,466174,4657864,,,,
419013,D-71,West Branch Delaware River,8/13/19,2019,8,01,Laurel,1,328,300,,510,0.15,436,328,41,40,,Wild,Young of year,,,,80,50,,Shocked river left bank.,466174,4657864,,,,
